questionnaire_attention,lifestyle_attention,mood_attention,academic_attention,fused_feature,stress_level
0.24806201538849826,0.11627906971335857,0.5116279067387777,0.12403100769424913,7.5723514176666065,1
0.41346153822300297,0.1346153845377219,0.2596153844656065,0.19230769219674557,5.08653845860392,2
0.2666666665333333,0.10833333327916665,0.49999999975,0.1249999999375,6.969444440959721,1
0.36206896532996435,0.12931034476070155,0.336206896377824,0.17241379301426873,5.617816089048257,2
0.18954248358580034,0.11111111106753814,0.5686274507574011,0.1307189541971037,9.911764701995388,1
0.39999999981538464,0.09999999995384616,0.32307692292781065,0.17692307684142014,6.623076920020119,2
0.1044776118935175,0.14179104471263088,0.649253731052573,0.1044776118935175,10.350746264022055,0
0.5531914890086012,0.11702127652105024,0.12765957438660028,0.2021276594454504,5.904255315380262,2
0.24113475167043907,0.1134751772566772,0.5319148933906744,0.1134751772566772,8.620567372218197,1
0.41584158391138126,0.1287128712106656,0.2673267325144594,0.18811881176943437,4.988448841921054,1
0.4308943087328971,0.10569105685901248,0.3170731705770375,0.14634146334324807,6.535230349115605,2
0.3863636361880165,0.11363636358471074,0.36363636347107436,0.13636363630165288,6.88636363323347,2
0.12413793098311533,0.13793103442568372,0.6413793100794292,0.09655172409797859,10.998850570161393,0
0.31060606046487604,0.08333333329545456,0.5227272724896694,0.08333333329545456,8.439393935557852,2
0.07407407404115227,0.13333333327407407,0.688888888582716,0.10370370365761317,11.443209871457338,0
0.251908396831187,0.09160305339315891,0.5267175570106637,0.1297709923069751,7.993638673183575,1
0.085714285677551,0.14285714279591835,0.6642857140010203,0.10714285709693876,11.211904757099658,0
0.11278195483633896,0.1503759397817853,0.6315789470834982,0.1052631578472497,9.870927313842689,0
0.21167883202408225,0.10948905104693911,0.5693430654440833,0.10948905104693911,8.972019460790843,1
0.58585858550352,0.13131313123354757,0.060606060569329656,0.22222222208754205,6.82323231909703,2
0.0534351144793427,0.1450381678725016,0.6870229004486919,0.11450381674144863,11.11323154707282,0
0.5494505490882743,0.1538461537447168,0.06593406589059292,0.2307692306170752,5.811355307523647,2
0.11428571423673468,0.14285714279591838,0.6428571425816326,0.09999999995714287,10.657142852575511,0
0.5327102800751157,0.13084112142195822,0.16822429897108915,0.16822429897108915,6.375389404524703,2
0.24999999988970587,0.11029411759839965,0.5294117644723183,0.11029411759839965,8.321078427701483,1
0.13571428565612245,0.14999999993571428,0.6214285711622449,0.09285714281734693,10.166666662309524,0
0.5267857140035076,0.1249999999330357,0.18749999989955354,0.16071428562818876,6.610119044077913,2
0.22147650997792892,0.12080536907887032,0.5838926172145399,0.0738255033259763,10.182326617823671,0
0.2323943660989883,0.11267605629041857,0.5492957744157906,0.10563380277226742,8.983568071321498,1
0.4903846151017011,0.13461538453772187,0.2019230768065828,0.17307692297707097,5.708333330040064,2
0.052631578923624855,0.16541353375996382,0.6766917290180339,0.10526315784724971,11.063909769444853,0
0.39999999973333333,0.14444444434814813,0.2999999998,0.15555555545185185,4.425925922975309,1
0.457627118411376,0.12711864400316,0.25423728800632,0.16101694907066932,6.217514121132336,2
0.17968749991577146,0.10937499994873046,0.5859374997253417,0.12499999994140623,8.601562495968016,1
0.1060606060123967,0.151515151446281,0.6363636360743802,0.1060606060123967,9.909090904586778,0
0.21538461528520708,0.12307692302011833,0.5538461535905325,0.10769230764260354,8.230769226970414,1
0.2421874998864746,0.11718749994506834,0.5390624997473143,0.10156249995239255,7.963541662933754,1
0.13698630131356726,0.1438356163792456,0.6164383559110527,0.10273972598517545,10.463470315334646,0
0.48571428543673467,0.13333333325714286,0.19999999988571426,0.18095238084897958,5.712698409434013,2
0.11450381674144863,0.1450381678725016,0.6412213737521124,0.09923664117592214,9.93765902852728,0
0.10738255029232917,0.1543624160452232,0.6442953017539751,0.09395973150578804,11.406040263863341,0
